date	title	desc
2024-03-22	FDA approves mirvetuximab soravtansine-gynx for FRα positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer	On March 22, 2024, the Food and Drug Administration approved mirvetuximab soravtansine-gynx (Elahere, ImmunoGen, Inc. [now a part of AbbVie]) for adult patients with FRα positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Patients are selected based on an FDA-approved test.
2024-03-21	FDA approves safety labeling changes regarding DPD deficiency for fluorouracil injection products	On March 21, 2024, the Food and Drug Administration approved safety labeling changes for fluorouracil injection products. This effort was a collaboration between FDA’s Office of Generic Drugs and the Oncology Center of Excellence (OCE).
2024-03-19	FDA grants accelerated approval to ponatinib with chemotherapy for newly diagnosed Philadelphia chromosome-positive acute lymphoblastic leukemia	On March 19, 2024, the Food and Drug Administration granted accelerated approval to ponatinib (Iclusig, Takeda Pharmaceuticals U.S.A., Inc.) with chemotherapy for adult patients with newly diagnosed Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL).
2024-03-07	FDA grants accelerated approval to zanubrutinib for relapsed or refractory follicular lymphoma	On March 7, 2024, the Food and Drug Administration granted accelerated approval to zanubrutinib (Brukinsa, BeiGene USA, Inc.) with obinutuzumab for relapsed or refractory follicular lymphoma (FL) after two or more lines of systemic therapy.
2024-03-07	FDA approves nivolumab in combination with cisplatin and gemcitabine for unresectable or metastatic urothelial carcinoma	On March 6, 2024, the Food and Drug Administration approved nivolumab (Opdivo, Bristol-Myers Squibb Company) in combination with cisplatin and gemcitabine for first-line treatment of adult patients with unresectable or metastatic urothelial carcinoma (UC).
2024-03-06	FDA approves inotuzumab ozogamicin for pediatric patients with acute lymphoblastic leukemia	On March 6, 2024, the Food and Drug Administration approved inotuzumab ozogamicin (Besponsa, Pfizer) for pediatric patients 1 year and older with relapsed or refractory CD22-positive B-cell precursor acute lymphoblastic leukemia (ALL).
2024-03-01	FDA approves amivantamab-vmjw for EGFR exon 20 insertion-mutated non-small cell lung cancer indications	On March 1, 2024, the Food and Drug Administration approved amivantamab-vmjw (Rybrevant, Janssen Biotech, Inc.) with carboplatin and pemetrexed for the first-line treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test.
2024-02-16	FDA approves osimertinib with chemotherapy for EGFR-mutated non-small cell lung cancer	On February 16, 2024, the Food and Drug Administration approved osimertinib (Tagrisso, AstraZeneca Pharmaceuticals LP) with platinum-based chemotherapy for patients with locally advanced or metastatic non-small cell lung cancer (la/mNSCLC) whose tumors have EGFR exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test.
2024-02-16	FDA grants accelerated approval to lifileucel for unresectable or metastatic melanoma	On February 16, 2024, the Food and Drug Administration granted accelerated approval to lifileucel (Amtagvi, Iovance Biotherapeutics, Inc.), a tumor-derived autologous T cell immunotherapy, for adult patients with unresectable or metastatic melanoma previously treated with a PD-1 blocking antibody, and if BRAF V600 positive, a BRAF inhibitor with or without a MEK inhibitor.
2024-02-15	FDA approves tepotinib for metastatic non-small cell lung cancer	On February 15, 2024, the Food and Drug Administration granted traditional approval to tepotinib (Tepmetko, EMD Serono, Inc.) for adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations.
2024-02-13	FDA approves irinotecan liposome for first-line treatment of metastatic pancreatic adenocarcinoma	On February 13, 2024, the Food and Drug Administration approved irinotecan liposome (Onivyde, Ipsen Biopharmaceuticals, Inc.) with oxaliplatin, fluorouracil, and leucovorin, for the first-line treatment of metastatic pancreatic adenocarcinoma.
2024-01-18	FDA approves erdafitinib for locally advanced or metastatic urothelial carcinoma	On January 19, 2024, the Food and Drug Administration approved erdafitinib (Balversa, Janssen Biotech) for adult patients with locally advanced or metastatic urothelial carcinoma (mUC) with susceptible FGFR3 genetic alterations, as determined by an FDA-approved companion diagnostic test, whose disease has progressed on or after at least one line of prior systemic therapy. Erdafitinib is not recommended for the treatment of patients who are eligible for and have not received prior PD-1 or PD-L1 inhibitor therapy. This approval amends the indication previously granted under accelerated approval for patients with mUC with susceptible FGFR3 or FGFR2 alterations after prior platinum-containing chemotherapy.
2024-01-12	FDA approves pembrolizumab with chemoradiotherapy for FIGO 2014 Stage III-IVA cervical cancer	On January 12, 2024, the Food and Drug Administration approved pembrolizumab (Keytruda, Merck) with chemoradiotherapy (CRT) for patients with FIGO 2014 Stage III-IVA cervical cancer.
2023-12-15	FDA approves enfortumab vedotin-ejfv with pembrolizumab for locally advanced or metastatic urothelial cancer	On December 15, 2023, the Food and Drug Administration (FDA) approved enfortumab vedotin-ejfv (Padcev, Astellas Pharma) in combination with pembrolizumab (Keytruda, Merck) for patients with locally advanced or metastatic urothelial cancer (la/mUC). FDA previously granted accelerated approval to this combination for patients with la/mUC who are ineligible for cisplatin-containing chemotherapy.
2023-12-14	FDA approves belzutifan for advanced renal cell carcinoma	On December 14, 2023, the Food and Drug Administration approved belzutifan (Welireg, Merck & Co., Inc.) for patients with advanced renal cell carcinoma (RCC) following a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor and a vascular endothelial growth factor tyrosine kinase inhibitor (VEGF-TKI).
2023-12-13	FDA approves eflornithine for adult and pediatric patients with high-risk neuroblastoma	On December 13, 2023, the Food and Drug Administration approved eflornithine (IWILFIN, USWM, LLC) to reduce the risk of relapse in adult and pediatric patients with high-risk neuroblastoma (HRNB) who have demonstrated at least a partial response to prior multiagent, multimodality therapy including anti-GD2 immunotherapy.
2023-12-01	FDA grants accelerated approval to pirtobrutinib for chronic lymphocytic leukemia and small lymphocytic lymphoma	On December 1, 2023, the Food and Drug Administration granted accelerated approval to pirtobrutinib (Jaypirca, Eli Lilly and Company) for adults with chronic lymphocytic leukemia or small lymphocytic lymphoma (CLL/SLL) who have received at least two prior lines of therapy, including a BTK inhibitor and a BCL-2 inhibitor.
2023-11-27	FDA approves nirogacestat for desmoid tumors	On November 27, 2023, the Food and Drug Administration approved nirogacestat (OGSIVEO, SpringWorks Therapeutics, Inc.) for adult patients with progressing desmoid tumors who require systemic treatment. This is the first approved treatment for desmoid tumors.
2023-11-17	FDA approves enzalutamide for non-metastatic castration-sensitive prostate cancer with biochemical recurrence	On November 16, 2023, the Food and Drug Administration approved enzalutamide (Xtandi, Astellas Pharma US, Inc.) for non-metastatic castration-sensitive prostate cancer (nmCSPC) with biochemical recurrence at high risk for metastasis (high-risk BCR).
2023-11-16	FDA approves capivasertib with fulvestrant for breast cancer	On November 16, 2023, the Food and Drug Administration approved capivasertib (Truqap, AstraZeneca Pharmaceuticals) with fulvestrant for adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer with one or more PIK3CA/AKT1/PTEN-alterations, as detected by an FDA-approved test, following progression on at least one endocrine-based regimen in the metastatic setting or recurrence on or within 12 months of completing adjuvant therapy.
2023-11-16	FDA approves pembrolizumab with chemotherapy for HER2-negative gastric or gastroesophageal junction adenocarcinoma	On November 16, 2023, the Food and Drug Administration approved pembrolizumab (Keytruda, Merck) with fluoropyrimidine- and platinum-containing chemotherapy for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma.
2023-11-15	FDA approves repotrectinib for ROS1-positive non-small cell lung cancer	On November 15, 2023, the Food and Drug Administration approved repotrectinib (Augtyro, Bristol-Myers Squibb Company) for locally advanced or metastatic ROS1-positive non-small cell lung cancer (NSCLC).
2023-11-08	FDA approves fruquintinib in refractory metastatic colorectal cancer	On November 8, 2023, the Food and Drug Administration approved fruquintinib (Fruzaqla, Takeda Pharmaceuticals, Inc.) for adult patients with metastatic colorectal cancer (mCRC) who received prior fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if RAS wild-type and medically appropriate, an anti-EGFR therapy.
2023-11-07	FDA amends pembrolizumab’s gastric cancer indication	On November 7, 2023, the Food and Drug Administration revised the existing indication of pembrolizumab (Keytruda, Merck) with trastuzumab, fluoropyrimidine, and platinum-containing chemotherapy for the first-line treatment of patients with locally advanced unresectable or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma. This updated indication, which remains approved under accelerated approval regulations, restricts its use to patients whose tumors express PD-L1 (CPS ≥ 1) as determined by an FDA-approved test.
2023-10-31	FDA approves pembrolizumab with chemotherapy for biliary tract cancer	On October 31, 2023, the Food and Drug Administration approved pembrolizumab (Keytruda, Merck) to be used with gemcitabine and cisplatin for locally advanced unresectable or metastatic biliary tract cancer (BTC).
2023-10-27	FDA approves toripalimab-tpzi for nasopharyngeal carcinoma	On October 27, 2023, the Food and Drug Administration approved toripalimab-tpzi (LOQTORZ, Coherus BioSciences, Inc.) with cisplatin and gemcitabine for the first-line treatment of adults with metastatic or recurrent, locally advanced nasopharyngeal carcinoma (NPC). FDA also approved toripalimab-tpzi as a single agent for adults with recurrent unresectable or metastatic NPC with disease progression on or after a platinum-containing chemotherapy.
2023-10-24	FDA approves ivosidenib for myelodysplastic syndromes	On October 24, 2023, the Food and Drug Administration approved ivosidenib (Tibsovo, Servier Pharmaceuticals LLC) for adult patients with relapsed or refractory myelodysplastic syndromes (MDS) with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation, as detected by an FDA-approved test.
2023-10-20	FDA expands pediatric indication for entrectinib and approves new pellet formulation	On October 20, 2023, the Food and Drug Administration granted accelerated approval to entrectinib (Rozlytrek, Genentech Inc.) for pediatric patients older than 1 month with solid tumors that have a neurotrophic tyrosine receptor kinase (NTRK) gene fusion without a known acquired resistance mutation, are metastatic or where surgical resection is likely to result in severe morbidity, and have progressed following treatment or have no satisfactory standard therapy. In August 2019, FDA granted accelerated approval to entrectinib for pediatric patients 12 years of age and older for this indication.
2023-10-16	FDA approves neoadjuvant/ adjuvant pembrolizumab for resectable non-small cell lung cancer	On October 16, 2023, the Food and Drug Administration approved pembrolizumab (Keytruda, Merck) with platinum-containing chemotherapy as neoadjuvant treatment, and with continuation of single-agent pembrolizumab as post-surgical adjuvant treatment for resectable (tumors ≥4 cm or node positive) non-small cell lung cancer (NSCLC).
2023-10-13	FDA approves nivolumab for adjuvant treatment of Stage IIB/C melanoma	On October 13, 2023, the Food and Drug Administration approved nivolumab (Opdivo, Bristol-Myers Squibb Company) for the adjuvant treatment of completely resected Stage IIB/C melanoma in patients 12 years and older.
2023-10-11	FDA approves encorafenib with binimetinib for metastatic non-small cell lung cancer with a BRAF V600E mutation	On October 11, 2023, the Food and Drug Administration approved encorafenib (Braftovi, Array BioPharma Inc., a wholly owned subsidiary of Pfizer) with binimetinib (Mektovi, Array BioPharma Inc.) for adult patients with metastatic non-small cell lung cancer (NSCLC) with a BRAF V600E mutation, as detected by an FDA-approved test.
2023-09-26	FDA approves bosutinib for pediatric patients with chronic myelogenous leukemia	On September 26, 2023, the Food and Drug Administration approved bosutinib (Bosulif, Pfizer) for pediatric patients 1 year of age and older with chronic phase (CP) Ph+ chronic myelogenous leukemia (CML) that is newly diagnosed (ND) or resistant or intolerant (R/I) to prior therapy. The FDA also approved a new capsule dosage form available in strengths of 50 mg and 100 mg.
2023-09-14	FDA approves new and updated indications for temozolomide under Project Renewal	On September 14, 2023, the Food and Drug Administration (FDA) approved updated labeling for temozolomide (Temodar, Merck) under Project Renewal, an Oncology Center of Excellence (OCE) initiative aimed at updating labeling information for older oncology drugs to ensure information is clinically meaningful and scientifically up-to-date. This is the second drug to receive a labeling update under this pilot program. The first drug that received approval under Project Renewal was capecitabine (Xeloda).
2023-08-14	FDA approves melphalan as a liver-directed treatment for uveal melanoma	On August 14, 2023, the Food and Drug Administration approved HEPZATO KIT (melphalan for Injection/Hepatic Delivery System) containing melphalan (HEPZATO, Delcath Systems, Inc.) as a liver-directed treatment for adult patients with uveal melanoma with unresectable hepatic metastases affecting less than 50% of the liver and no extrahepatic disease, or extrahepatic disease limited to the bone, lymph nodes, subcutaneous tissues, or lung that is amenable to resection or radiation.
2023-08-14	FDA grants accelerated approval to elranatamab-bcmm for multiple myeloma	On August 14, 2023, the Food and Drug Administration granted accelerated approval to elranatamab-bcmm (Elrexfio, Pfizer, Inc.), a bispecific B-cell maturation antigen (BCMA)-directed CD3 T-cell engager, for adults with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.
2023-08-11	FDA approves niraparib and abiraterone acetate plus prednisone for BRCA-mutated metastatic castration-resistant prostate cancer	On August 11, 2023, the Food and Drug Administration approved the fixed dose combination of niraparib and abiraterone acetate (Akeega, Janssen Biotech, Inc.), with prednisone, for adult patients with deleterious or suspected deleterious BRCA-mutated castration-resistant prostate cancer (mCRPC), as determined by an FDA-approved test.
2023-08-09	FDA grants accelerated approval to talquetamab-tgvs for relapsed or refractory multiple myeloma	On August 9, 2023, the Food and Drug Administration granted accelerated approval to talquetamab-tgvs (Talvey, Janssen Biotech, Inc.) adults with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.
2023-08-09	FDA approves pralsetinib for non-small cell lung cancer with RET gene fusions	On August 9, 2023, the Food and Drug Administration granted regular approval to pralsetinib (Gavreto, Genentech, Inc.) for adult patients with metastatic rearranged during transfection (RET) fusion-positive non-small cell lung cancer (NSCLC) as detected by an FDA-approved test.
2023-08-02	FDA approves trifluridine and tipiracil with bevacizumab for previously treated metastatic colorectal cancer	On August 2, 2023, the Food and Drug Administration approved trifluridine and tipiracil (LONSURF, Taiho Oncology, Inc.) with bevacizumab, for metastatic colorectal cancer (mCRC) previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF biological therapy, and if RAS wild-type, an anti-EGFR therapy. FDA had previously approved single-agent LONSURF for this indication in September 2015.
2023-07-31	FDA approves dostarlimab-gxly with chemotherapy for endometrial cancer	On July 31, 2023, the Food and Drug Administration approved dostarlimab-gxly (Jemperli, GlaxoSmithKline) with carboplatin and paclitaxel, followed by single-agent dostarlimab-gxly, for primary advanced or recurrent endometrial cancer (EC) that is mismatch repair deficient (dMMR), as determined by an FDA-approved test, or microsatellite instability-high (MSI-H).
2023-07-20	FDA approves quizartinib for newly diagnosed acute myeloid leukemia	On July 20, 2023, the Food and Drug Administration approved quizartinib (Vanflyta, Daiichi Sankyo, Inc.) with standard cytarabine and anthracycline induction and cytarabine consolidation, and as maintenance monotherapy following consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 internal tandem duplication (ITD)-positive, as detected by an FDA-approved test.
2023-06-20	FDA approves talazoparib with enzalutamide for HRR gene-mutated metastatic castration-resistant prostate cancer	On June 20, 2023, the Food and Drug Administration approved talazoparib (Talzenna, Pfizer, Inc.) with enzalutamide for homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC).
2023-06-16	FDA grants accelerated approval to glofitamab-gxbm for selected relapsed or refractory large B-cell lymphomas	On June 15, 2023, the Food and Drug Administration granted accelerated approval to glofitamab-gxbm (Columvi, Genentech, Inc.) for relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS) or large B-cell lymphoma (LBCL) arising from follicular lymphoma, after two or more lines of systemic therapy.
2023-05-31	FDA approves olaparib with abiraterone and prednisone (or prednisolone) for BRCA-mutated metastatic castration-resistant prostate cancer	On May 31, 2023, the Food and Drug Administration approved olaparib (Lynparza, AstraZeneca Pharmaceuticals LP) with abiraterone and prednisone (or prednisolone) for adult patients with deleterious or suspected deleterious BRCA-mutated (BRCAm) metastatic castration-resistant prostate cancer (mCRPC), as determined by an FDA-approved companion diagnostic test.
2023-05-19	FDA grants accelerated approval to epcoritamab-bysp for relapsed or refractory diffuse large B-cell lymphoma and high-grade B-cell lymphoma	On May 19, 2023, the Food and Drug Administration granted accelerated approval to epcoritamab-bysp (Epkinly, Genmab US, Inc.) for relapsed or refractory diffuse large B-cell lymphoma (DLBCL) not otherwise specified, including DLBCL arising from indolent lymphoma, and high-grade B-cell lymphoma after two or more lines of systemic therapy.
2023-04-19	FDA approves polatuzumab vedotin-piiq for previously untreated diffuse large B-cell lymphoma, not otherwise specified, and high-grade B-cell lymphoma	On April 19, 2023, the Food and Drug Administration approved polatuzumab vedotin-piiq (Polivy, Genentech, Inc.) with a rituximab product, cyclophosphamide, doxorubicin, and prednisone (R-CHP) for adult patients who have previously untreated diffuse large B-cell lymphoma (DLBCL), not otherwise specified (NOS), or high-grade B-cell lymphoma (HGBL) and who have an International Prognostic Index (IPI) score of 2 or greater.
2023-04-17	FDA approves omidubicel to reduce time to neutrophil recovery and infection in patients with hematologic malignancies	On April 17, 2023, the Food and Drug Administration approved omidubicel-onlv (Omisirge, Gamida Cell Ltd.) for use in adult and pediatric patients (12 years and older) with hematologic malignancies who are planned for umbilical cord blood transplantation following myeloablative conditioning to reduce the time to neutrophil recovery and the incidence of infection.
2023-04-03	FDA grants accelerated approval to enfortumab vedotin-ejfv with pembrolizumab for locally advanced or metastatic urothelial carcinoma	On April 3, 2023, the Food and Drug Administration granted accelerated approval to enfortumab vedotin-ejfv (Padcev, Astellas Pharma) with pembrolizumab (Keytruda, Merck) for patients with locally advanced or metastatic urothelial carcinoma who are ineligible for cisplatin-containing chemotherapy.
2023-03-22	FDA grants accelerated approval to retifanlimab-dlwr for metastatic or recurrent locally advanced Merkel cell carcinoma	On March 22, 2023, the Food and Drug Administration granted accelerated approval to retifanlimab-dlwr (Zynyz, Incyte Corporation) for adult patients with metastatic or recurrent locally advanced Merkel cell carcinoma (MCC).
2023-03-16	FDA approves dabrafenib with trametinib for pediatric patients with low-grade glioma with a BRAF V600E mutation	On March 16, 2023, the Food and Drug Administration approved dabrafenib (Tafinlar, Novartis) with trametinib (Mekinist, Novartis) for pediatric patients 1 year of age and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy. The FDA also approved new oral formulations of both drugs suitable for patients who cannot swallow pills.
2023-03-03	FDA expands early breast cancer indication for abemaciclib with endocrine therapy	On March 3, 2023, the Food and Drug Administration (FDA) approved abemaciclib (Verzenio, Eli Lilly and Company) with endocrine therapy (tamoxifen or an aromatase inhibitor) for the adjuvant treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, node-positive, early breast cancer at high risk of recurrence.
2023-02-09	FDA grants regular approval to dostarlimab-gxly for dMMR endometrial cancer	On February 9, 2023, the Food and Drug Administration (FDA) approved dostarlimab-gxly (Jemperli, GlaxoSmithKline LLC) for adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer, as determined by an FDA-approved test, that has progressed on or following a prior platinum-containing regimen in any setting and are not candidates for curative surgery or radiation.
2023-02-03	FDA approves sacituzumab govitecan-hziy for HR-positive breast cancer	On February 3, 2023, the Food and Drug Administration (FDA) approved sacituzumab govitecan-hziy (Trodelvy, Gilead Sciences, Inc.) for unresectable locally advanced or metastatic hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative (IHC 0, IHC 1+ or IHC 2+/ISH-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting.
2023-01-27	FDA approves elacestrant for ER-positive, HER2-negative, ESR1-mutated advanced or metastatic breast cancer	On January 27, 2023, the Food and Drug Administration (FDA) approved elacestrant (Orserdu, Stemline Therapeutics, Inc.) for postmenopausal women or adult men with ER-positive, HER2-negative, ESR1-mutated advanced or metastatic breast cancer with disease progression following at least one line of endocrine therapy.
2023-01-27	FDA grants accelerated approval to pirtobrutinib for relapsed or refractory mantle cell lymphoma	On January 27, 2023, the Food and Drug Administration (FDA) granted accelerated approval to pirtobrutinib (Jaypirca, Eli Lilly and Company) for relapsed or refractory mantle cell lymphoma (MCL) after at least two lines of systemic therapy, including a BTK inhibitor.
2023-01-26	FDA approves pembrolizumab as adjuvant treatment for non-small cell lung cancer	On January 26, 2023, the Food and Drug Administration (FDA) approved pembrolizumab (Keytruda, Merck) for adjuvant treatment following resection and platinum-based chemotherapy for stage IB (T2a ≥4 cm), II, or IIIA non-small cell lung cancer (NSCLC).
2023-01-19	FDA approves zanubrutinib for chronic lymphocytic leukemia or small lymphocytic lymphoma	On January 19, 2023, the Food and Drug Administration (FDA) approved zanubrutinib (Brukinsa, BeiGene USA, Inc.) for chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).
2023-01-19	FDA grants accelerated approval to tucatinib with trastuzumab for colorectal cancer	On January 19, 2023, the Food and Drug Administration (FDA) granted accelerated approval to tucatinib (Tukysa, Seagen Inc.) in combination with trastuzumab for RAS wild-type HER2-positive unresectable or metastatic colorectal cancer that has progressed following fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy.
